"v1","v2"
"ex 1205",2.41273773067668,0.276042882151522
"ex 1206",0.363527430577363,0.558049715087797
"ex 1207",1.52810911097512,-1.01615704206989
"ex 1208",0.766343515883426,1.33750973501174
"ex 1209",1.70769825637739,1.28944948825704
"ex 1210",1.94854086466401,0.437992615581921
"ex 1211",-0.391195950946194,1.30396374646778
"ex 1212",0.764241331942046,2.36872030569742
"ex 1213",2.42188040671948,0.425394943937458
"ex 1214",0.935689138687487,1.37014779827617
"ex 1215",-0.0314770944835829,2.26460928865252
"ex 1216",-1.57831062242398,0.448339707942627
"ex 1217",0.291287582079898,1.56748947094877
"ex 1218",1.40245933405312,1.08454865402544
"ex 1219",1.39876753774078,-0.26283346180863
"ex 1220",0.67864268812809,-0.987561235589352
"ex 1221",0.723355036516317,-0.285061552446122
"ex 1222",0.449309769726045,1.19004109364337
"ex 1223",1.45115584214932,0.916599624407883
"ex 1224",-0.238336745359507,1.8636804186303
"ex 1225",-0.0320149972625319,-0.203418820603214
"ex 1226",0.570014970998237,0.43233278901107
"ex 1227",1.62347710805125,1.50984449429030
"ex 1228",0.739877106522649,1.35036231671544
"ex 1229",0.880102804884593,1.70196445549725
"ex 1230",0.304079753709392,1.42478689947764
"ex 1231",0.740439915362726,1.24376381201525
"ex 1232",1.62908452456468,0.582813103577151
"ex 1233",1.69898016405219,1.54917991430734
"ex 1234",2.08586006295094,-0.785726598804823
"ex 1235",2.61176541788113,0.95511393501079
"ex 1236",1.65416208969006,1.27404627599018
"ex 1237",0.906055416034694,2.67670454673964
"ex 1238",2.22168017648921,0.952957793305368
"ex 1239",1.31674395913699,2.33752272888241
"ex 1240",1.36651898635230,1.00731549699523
"ex 1241",1.51746596062859,1.9286692685807
"ex 1242",1.40212904980098,0.735111187452628
"ex 1243",-2.10851097226137,0.434137774703821
"ex 1244",1.65738756697961,-0.319186409605388
"ex 1245",0.491304352834024,0.825832049491734
"ex 1246",2.42265221204887,-0.470560251861536
"ex 1247",0.75338844634448,1.54363779614273
"ex 1248",-0.312559503214452,-0.0270632117709935
"ex 1249",-0.245673214274746,1.73266151723376
"ex 1250",1.49498514134965,2.35447798221948
"ex 1251",1.83911537981798,0.216266968046973
"ex 1252",1.79947496543919,0.801118960883801
"ex 1253",1.10111215013671,2.01041933523506
"ex 1254",0.170964604782321,-0.542688779189386
"ex 1255",1.84207114026080,1.61457978198449
"ex 1256",0.837834128585846,2.36424454315589
"ex 1257",0.998435941711364,1.00530302908738
"ex 1258",0.280262897477973,-1.40699526310621
"ex 1259",1.11254684742473,2.50134067094338
"ex 1260",0.405701221185782,0.963629203422693
"ex 1261",-0.392503213410099,2.60344097066939
"ex 1262",0.99761438053157,0.211293469878968
"ex 1263",1.48969143954579,0.680699584631742
"ex 1264",1.98896848607620,1.96864214520774
"ex 1265",1.53742829620894,2.40850725416518
"ex 1266",1.87377514832136,1.50367290970241
"ex 1267",0.790147435475258,0.942750630780884
"ex 1268",-0.0461129557195894,0.643718654211752
"ex 1269",0.108577424638781,-0.0718552248617095
"ex 1270",0.94361670117339,1.88365531009792
"ex 1271",-0.235159374128562,0.673860970728489
"ex 1272",-0.174659205560424,0.303348835409190
"ex 1273",-0.883676985555294,0.578856310048166
"ex 1274",2.39696813474815,3.37332803051569
"ex 1275",2.53126067929302,2.51902373978222
"ex 1276",0.88107389448618,2.59899590066449
"ex 1277",0.709813963869968,-0.669298186420692
"ex 1278",1.27065175769037,1.77619425523502
"ex 1279",0.913522813952957,1.60011941414201
"ex 1280",0.175987848850909,1.41247046569100
"ex 1281",2.04961252435393,-1.60759866669527
"ex 1282",0.254679974290517,0.0925499191078747
"ex 1283",0.221996760564735,2.32181961662501
"ex 1284",0.286999508424153,0.869254108970593
"ex 1285",3.10080540405761,2.06995218034084
"ex 1286",-0.895275541732998,-0.710880027685956
"ex 1287",2.12750303280041,1.90700049139958
"ex 1288",1.52988105290151,1.05494164793006
"ex 1289",1.31335383268926,2.83947961609688
"ex 1290",-0.741237968208891,0.398406777028274
"ex 1291",1.75176391187128,0.927491848844284
"ex 1292",0.659234945131137,-0.67205811346597
"ex 1293",0.737317095187096,1.75659749018016
"ex 1294",0.304851598718465,1.37063276310315
"ex 1295",2.50846845380981,0.0866572841193
"ex 1296",-0.270015638933899,1.63561395409337
"ex 1297",0.224279108915754,-0.380942542144334
"ex 1298",1.69874265912148,0.990101052219137
"ex 1299",1.79360641673797,1.38663760925814
"ex 1300",2.61389902530950,3.06408264103238
"ex 1301",0.857477906724023,0.653903876955891
"ex 1302",-1.21542847558354,2.29792647185511
"ex 1303",1.59993459022494,-0.156537645063989
"ex 1304",1.62239965013139,0.609019510266806
"ex 1305",2.59521767669423,0.600051941149824
"ex 1306",2.33794755676201,1.17326202139635
"ex 1307",-0.0520261735507417,2.54244823381328
"ex 1308",1.86599489153171,0.520873039756673
"ex 1309",-0.151394034300623,0.942230121110929
"ex 1310",1.16743710278137,0.485357221613797
"ex 1311",0.70955353394416,1.99913420076209
"ex 1312",1.70489632450943,1.68256576579761
"ex 1313",0.188345052781422,0.498898094311178
"ex 1314",1.48826351057781,1.75974568811665
"ex 1315",0.0534047652422449,1.12203470693693
"ex 1316",-0.391800615546903,1.52236955053150
"ex 1317",0.621076535414051,1.52176235044871
"ex 1318",1.58764138894675,-0.63768808728742
"ex 1319",3.6516923614179,1.46906679064992
"ex 1320",1.40891200124891,0.173760884800908
"ex 1321",0.744580613843663,0.70877699742138
"ex 1322",0.791928149353136,1.72562722505841
"ex 1323",1.11818535464631,0.95311361368736
"ex 1324",-1.50631320312461,-0.0152406719609046
"ex 1325",2.26404518965642,2.66618966386777
"ex 1326",1.78532613953045,0.614586143647371
"ex 1327",-0.480042917341179,1.11098201796372
"ex 1328",-0.345769589907905,1.47775223339764
"ex 1329",1.69077928615459,1.65076931462587
"ex 1330",2.02138888661413,1.17838976606875
"ex 1331",-0.0909900754491668,2.05463348416891
"ex 1332",1.81029511054820,1.6400415054852
"ex 1333",0.435352571189249,2.54081446638662
"ex 1334",0.415842241530661,1.34047277753204
"ex 1335",-0.393993460847558,1.27917563461949
"ex 1336",2.37579850406055,0.92558946514001
"ex 1337",0.756850989342407,0.565467898681555
"ex 1338",-0.320582549302102,-0.0652151276085495
"ex 1339",-0.563123465544928,1.21611651060587
"ex 1340",0.7918177399464,0.727944486437215
"ex 1341",0.819628691279036,2.07393690665377
"ex 1342",1.20606886026143,0.896101641220585
"ex 1343",1.07698267769319,1.54080493018214
"ex 1344",1.01757947976267,0.830233218999781
"ex 1345",-0.00950341547476374,0.647491348655042
"ex 1346",0.248054934086552,1.76955888065859
"ex 1347",0.957723536226214,0.541063255059588
"ex 1348",-0.66446023086862,2.28355008766274
"ex 1349",2.72062873884403,2.20428895804828
"ex 1350",1.57071228795926,2.1709443745169
"ex 1351",0.817075750056522,0.375759166989607
"ex 1352",1.28926599785325,0.617070792352904
"ex 1353",1.58268345726793,1.32651844434429
"ex 1354",1.44787163231515,0.760163569822342
"ex 1355",2.46432702984578,-0.860718200134765
"ex 1356",3.56287929316058,1.27684980786442
"ex 1357",-0.688138830871624,2.40787121422658
"ex 1358",0.494595566276489,2.34388117719594
"ex 1359",0.571104772111846,0.583894362290129
"ex 1360",0.159243222783620,2.80129997103733
"ex 1361",2.66654670544709,-0.438143786026534
"ex 1362",-1.13723512909124,1.68605768155922
"ex 1363",1.92239860633352,0.049613060853912
"ex 1364",0.742159251799462,2.04061775282222
"ex 1365",1.25806227920689,0.0368823689556030
"ex 1366",1.07913234980491,1.13511810423718
"ex 1367",1.37285144834643,-0.103330655736892
"ex 1368",1.91255320105231,-0.0791634485714792
"ex 1369",-0.00876260363671255,0.768093523502631
"ex 1370",0.736224986249711,-0.835271320811559
"ex 1371",1.74387266032055,1.16761464103712
"ex 1372",1.21129789567329,0.495047801497035
"ex 1373",3.05794772194119,0.498504618673083
"ex 1374",1.69021351584161,0.612241111767793
"ex 1375",1.88151040428523,3.1093967690926
"ex 1376",-0.373513339201633,1.45875050498942
"ex 1377",3.76871204273397,-0.155777086094208
"ex 1378",1.11983691800475,0.823841111397654
"ex 1379",1.17481950769222,0.613987460199951
"ex 1380",1.08166254458475,0.00222833386219901
"ex 1381",1.20090216347489,0.522933502127485
"ex 1382",0.198438675423742,-0.83771407471803
"ex 1383",1.02835515581546,0.143920045752242
"ex 1384",2.53594798031559,0.700322261551094
"ex 1385",1.66947472622726,-0.0900666140373871
"ex 1386",2.32958891097982,2.68061296180755
"ex 1387",0.299336936205505,-0.126725004997434
"ex 1388",1.54846602321305,0.334752833815979
"ex 1389",0.788181481246102,2.20006453339119
"ex 1390",2.72955539910879,2.92907497956092
"ex 1391",1.86108732083733,1.22697630048830
"ex 1392",1.66438038196572,1.31887292193499
"ex 1393",0.996400869340327,1.69781235972269
"ex 1394",-0.6733584911199,-0.248796535801173
"ex 1395",1.4491816822906,1.60042501387728
"ex 1396",1.61342626679541,-0.344060599564798
"ex 1397",0.725615697185841,1.14991082769282
"ex 1398",-0.347784400568608,0.0357369704391227
"ex 1399",0.730606632039772,1.87973446810084
"ex 1400",2.58980768057848,-1.51246293826782
"ex 1401",0.96652880781718,2.85304029074768
"ex 1402",1.60842398689251,-2.05777513345591
"ex 1403",1.57342840288742,-0.922449067033145
"ex 1404",-0.0266085884950922,1.33256008850079
"ex 1405",0.37955249774693,1.62403661981322
"ex 1406",0.215364478460810,-0.233800256158668
"ex 1407",0.76346969011877,3.12493718567475
"ex 1408",-0.483808295478729,1.14974343595124
"ex 1409",3.11563040558953,1.06980998582575
"ex 1410",1.64083915912761,1.54588393607029
"ex 1411",1.34223161432181,1.05936414767138
"ex 1412",1.47888701382402,0.845104865937141
"ex 1413",1.07573226461144,1.50884460998204
"ex 1414",-0.420443235067613,-0.38781912179713
"ex 1415",2.56188176139825,-1.42320791658519
"ex 1416",1.22526695245016,0.231162891057722
"ex 1417",1.04572981057625,1.76039492200173
"ex 1418",-0.419041438474382,1.87447825376642
"ex 1419",1.54998630991243,-1.69892559958969
"ex 1420",1.47462119682345,-0.103824254111993
"ex 1421",0.610451369644703,-1.15993867350014
"ex 1422",2.03906228120597,-0.360144471889941
"ex 1423",1.27102665175508,1.72168585017963
"ex 1424",-0.641557370963807,1.78227031795987
"ex 1425",0.533677261849462,1.26771228456193
"ex 1426",0.0146086548559727,1.22341071107833
"ex 1427",0.769745391468815,1.63106132095943
"ex 1428",0.546617144603457,3.90999061913907
"ex 1429",-0.0941459606602995,-0.439746782330566
"ex 1430",1.15371306750406,2.76851675875392
"ex 1431",2.38801366829367,0.397321960562281
"ex 1432",1.58179235445609,0.168032355942053
"ex 1433",0.751362946366116,1.56314189980366
"ex 1434",0.559675631918938,2.69836728185194
"ex 1435",1.46888431757655,-0.531893937245095
"ex 1436",1.24822333844100,-0.64157801477034
"ex 1437",0.0916877782195832,1.06254179642515
"ex 1438",3.06585264285479,0.510996256915776
"ex 1439",2.50188953506442,1.93809201407095
"ex 1440",3.5556931859459,-0.296075979120066
"ex 1441",0.327374898182318,1.14827543976568
"ex 1442",1.41098409683937,-0.0334423318635462
"ex 1443",3.34570401942085,0.251892831575689
"ex 1444",-0.545331797019373,1.53255628278899
"ex 1445",2.02976651719015,1.53803604505510
"ex 1446",2.84708622326593,1.60428243353815
"ex 1447",2.57547747576120,1.30673038777918
"ex 1448",1.94388544880201,0.00711146296819931
"ex 1449",-0.404050095639487,2.68476979579263
"ex 1450",0.207147680974018,3.04775870506340
"ex 1451",0.100264918958776,-0.939649227913567
"ex 1452",2.83669832563768,-0.00333697556115498
"ex 1453",1.58057496940315,1.34324921393436
"ex 1454",1.31605940309617,-0.200896952723614
"ex 1455",0.670107937933933,1.67405556235199
"ex 1456",2.20598958745048,-0.256105813045096
"ex 1457",1.90838016769489,0.547824072866427
"ex 1458",-0.075307847826165,-0.133235178146117
"ex 1459",0.895510520213604,1.37533962438696
"ex 1460",1.69464276092400,0.598402780483241
"ex 1461",0.55321354515627,1.70241913953637
"ex 1462",2.01780188375972,1.07289296031519
"ex 1463",3.24886812775570,1.93127081376572
"ex 1464",0.978566357159506,1.97109193962303
"ex 1465",1.03887395030175,0.112555927659484
"ex 1466",1.58864011436781,1.32420579815726
"ex 1467",1.44519704540033,1.71825189378269
"ex 1468",0.993113401966553,-1.61923054417922
"ex 1469",2.45328883013402,-2.04284491987838
"ex 1470",0.875570870540076,1.77817479961099
"ex 1471",0.682682112236649,0.499661195406275
"ex 1472",1.43383643117952,1.65501978913609
"ex 1473",1.89323255042254,0.208316962601546
"ex 1474",-1.4495005619317,1.87810018101644
"ex 1475",2.01959028287477,0.834668245825874
"ex 1476",-0.0794957732671648,-0.143637058311578
"ex 1477",0.629411578480119,0.502185626670931
"ex 1478",0.0872815915819544,0.545310581926922
"ex 1479",1.60430118961003,-0.256161674972174
"ex 1480",1.14193161592825,-0.00608521825045427
"ex 1481",1.46025826302632,1.49030170743242
"ex 1482",0.895201920799557,2.13398632254222
"ex 1483",0.325496758797117,1.42983092511832
"ex 1484",0.663266238092086,2.72126252587846
"ex 1485",1.93174550238703,-0.788601255672957
"ex 1486",-0.0423300529683059,2.13987120867119
"ex 1487",-0.617465742426098,2.38443920472890
"ex 1488",1.63496228095589,0.354963684882935
"ex 1489",0.786564146286218,0.666470868061334
"ex 1490",1.82603565403394,1.57434728003099
"ex 1491",2.34454174355546,-0.0381494521483705
"ex 1492",0.167921374851332,0.061345126090814
"ex 1493",1.36445944131329,1.14821969388799
"ex 1494",0.568930706002062,0.130109567547376
"ex 1495",1.1116751261041,0.346130329815644
"ex 1496",1.03392379965310,2.40058490387669
"ex 1497",1.97182565923218,1.14338487703280
"ex 1498",0.602983072614375,1.25708917271496
"ex 1499",1.75734651796724,1.30009153558801
"ex 1500",2.62676110280609,3.8986405752249
"ex 1501",0.762895951119428,0.619613990038745
"ex 1502",0.968796287847967,0.116635353511986
"ex 1503",0.42507795006973,2.37802622985862
"ex 1504",0.800809102088194,1.5817112316018
"ex 1505",-1.14414665920109,1.32778727967825
"ex 1506",1.76678730186488,-0.272527949083220
"ex 1507",2.05870872455790,0.982326539952348
"ex 1508",3.01311458490708,1.45658285227641
"ex 1509",0.230503402157705,3.15335490651113
"ex 1510",0.654903145107748,0.931903689429243
"ex 1511",2.26088790000362,2.6593923335835
"ex 1512",2.09219299859391,0.507088172507238
"ex 1513",1.46541444966701,1.55433936710152
"ex 1514",0.63136022055843,0.67692949983369
"ex 1515",0.598658733413775,2.42452236969866
"ex 1516",0.786909939340252,1.58280699014781
"ex 1517",1.49352838450604,2.72314599435161
"ex 1518",0.751428050568481,0.848947474114475
"ex 1519",0.222868097732169,1.91620674790598
"ex 1520",-1.67679672557234,0.757214384032644
"ex 1521",0.0918651625451481,1.58425008204253
"ex 1522",1.04971517287246,-0.334883480988278
"ex 1523",2.65288613258435,-0.504461056494128
"ex 1524",1.20046987550801,-0.0089348358515251
"ex 1525",0.866283276270055,2.65212720305638
"ex 1526",1.09400427968910,1.38964586697770
"ex 1527",0.528668825959839,0.42811865286818
"ex 1528",2.56095158282688,1.08363319443964
"ex 1529",0.362686412978054,-0.690852666944514
"ex 1530",1.23991295730574,1.24131585534165
"ex 1531",0.68108956838509,1.08570772764455
"ex 1532",0.130520285153273,0.93224338777471
"ex 1533",1.98560543437788,0.552058867946593
"ex 1534",3.55916485311634,1.22035152933420
"ex 1535",1.55008371035600,2.03545163002731
"ex 1536",-0.0176263883246046,-0.164752814706672
"ex 1537",-0.163134528844425,-0.848636014907467
"ex 1538",-0.0471673853662358,3.00132088300436
"ex 1539",2.02259639020213,0.206567458311925
"ex 1540",1.83927553311915,1.09845518171889
"ex 1541",-1.15351143015824,2.17771002443156
"ex 1542",-0.647524324754834,1.35664677854569
"ex 1543",-0.512135561979191,2.45266700225251
"ex 1544",1.86959319242277,-0.835920264295173
"ex 1545",-0.103895579856262,0.522815838575972
"ex 1546",1.58742177123746,0.771912467118415
"ex 1547",0.281988333279439,1.21600314047206
"ex 1548",0.645771351417106,0.384957621959146
"ex 1549",1.7887384084939,2.17504469845268
"ex 1550",-0.571167328505199,0.36939924671128
"ex 1551",-0.0353402879492402,2.13188885353583
"ex 1552",0.76502177810571,0.284577138277773
"ex 1553",2.21478328423547,1.73738385185953
"ex 1554",1.91143937340341,-0.159270390318179
"ex 1555",0.68446511648109,2.03487218713897
"ex 1556",-1.09882740177247,-1.7521837829629
"ex 1557",0.590535174016903,1.14059318014606
"ex 1558",1.41367103366627,1.74267847465607
"ex 1559",1.39963606736075,2.30313578948998
"ex 1560",1.60483989092409,0.0734721645382965
"ex 1561",2.04338072884675,0.642528053767894
"ex 1562",2.0522247341617,0.620131270814835
"ex 1563",2.01477964346700,1.82557367126907
"ex 1564",-0.684589226969927,1.88800226346398
"ex 1565",0.141534206232469,0.595804372428173
"ex 1566",1.67877261387043,1.93841106725677
"ex 1567",1.15016432203645,-0.250201251748773
"ex 1568",0.869577400011839,3.39143368273668
"ex 1569",0.551452162015069,0.371039863237669
"ex 1570",0.832446343321842,1.72248800272112
"ex 1571",0.335801727504949,0.650230429001257
"ex 1572",1.22980754747110,2.60068740434673
"ex 1573",1.69864808608687,0.603781508171409
"ex 1574",0.539914310908,0.350523681685353
"ex 1575",1.99741262676541,2.36977826131497
"ex 1576",2.75957333159672,2.64071546876209
"ex 1577",-0.956284689818384,1.45237746937564
"ex 1578",1.59258185153072,-1.64953402039657
"ex 1579",0.526981456199911,0.581634160949728
"ex 1580",0.816984154869898,2.46779483810731
"ex 1581",1.59223345447262,1.28641916692499
"ex 1582",1.43953537094368,2.02504098514648
"ex 1583",2.53165853664094,1.10042561096367
"ex 1584",0.829712498548347,1.06539724754446
"ex 1585",0.0665954858250155,2.53336895521924
"ex 1586",1.18237982285530,-0.245570411059192
"ex 1587",2.06680175000953,-1.36440465679077
"ex 1588",0.834619181851485,-0.0853377352379476
"ex 1589",1.66721714179336,1.77595172749350
"ex 1590",-0.450886351080452,2.05376576949841
"ex 1591",0.930583557735592,-1.62100828990967
"ex 1592",0.951096088591078,0.153642395734984
"ex 1593",-0.188264272412626,1.06348440370127
"ex 1594",2.01513740895139,1.41634682721419
"ex 1595",1.13085883428265,2.15034866050508
"ex 1596",-0.475208233771292,2.28984686573574
"ex 1597",1.91090959021226,-0.283058447433578
"ex 1598",1.60661829346961,0.85723684720251
"ex 1599",1.9055293581396,0.486003108870377
"ex 1600",1.34549682128297,-0.232249777640751
"ex 1601",1.06413175062426,2.29290726751969
"ex 1602",-0.211615003615142,1.98245162308384
"ex 1603",1.23341914032972,-0.76055913291783
"ex 1604",1.54201988798550,1.55750051244757
"ex 1605",1.09244382463179,0.924075677784669
"ex 1606",0.186372091142737,0.910541304035482
"ex 1607",1.57933567621131,-0.265544009624759
"ex 1608",0.934605530597065,0.165003031343241
"ex 1609",0.140247298707886,0.309977712889009
"ex 1610",0.953276116130032,-0.170424763712427
"ex 1611",1.42312468469283,2.37538424173171
"ex 1612",-0.264588912472914,1.80893407236153
"ex 1613",2.29808316857898,-0.597088094424177
"ex 1614",-0.282430112007436,0.80041041779686
"ex 1615",1.99053254553481,0.901734264533806
"ex 1616",-0.174676714884027,1.76544463184918
"ex 1617",1.55354281600454,-0.619311824102914
"ex 1618",2.01514971982587,1.64288250627197
"ex 1619",1.33959422786229,1.62705155617278
"ex 1620",0.0829830726690697,2.66078260841173
"ex 1621",-0.349893362991746,1.46769786823313
"ex 1622",0.567593299211329,1.26279118508899
"ex 1623",-0.37092156287074,0.245173088175895
"ex 1624",1.05163094067154,1.37751819327524
"ex 1625",1.27893617427783,1.38622933443549
"ex 1626",1.98506788551006,0.0603995304460774
"ex 1627",0.633646638239718,1.33216831924251
"ex 1628",0.772247507539222,-0.366373283607731
"ex 1629",0.777699006661696,1.40348087357705
"ex 1630",1.57284600871024,1.13702931601284
"ex 1631",0.300224914205791,2.09071988230667
"ex 1632",-0.137817421507491,1.61470395516109
"ex 1633",2.92236235136812,3.0663780268798
"ex 1634",2.49429348079548,0.257853445027274
"ex 1635",0.596964243616958,0.61664348276449
"ex 1636",0.86522087725136,0.470525838895298
"ex 1637",0.164919336033574,1.39388318957198
"ex 1638",0.156883273080838,0.592337889991737
"ex 1639",1.04564387703471,0.501393856268578
"ex 1640",-0.486517827693661,1.47712868615290
"ex 1641",1.61093257119657,1.49786906193175
"ex 1642",1.68835927807885,0.753370789473861
"ex 1643",1.33298605591121,0.946615571368222
"ex 1644",0.174799773252766,1.49328657760713
"ex 1645",0.745064212038734,-0.176842102661397
"ex 1646",1.04168222872428,1.83482333150787
"ex 1647",1.05001161702425,-0.572953177799342
"ex 1648",-0.318984164728461,0.206373999587940
"ex 1649",0.421936563809962,2.8547544187742
"ex 1650",1.19430380916881,1.07495294756964
"ex 1651",1.18273310931612,0.850982975707562
"ex 1652",1.96032832178449,1.88629417339696
"ex 1653",2.02881410872943,1.96397121294373
"ex 1654",0.488830617597505,2.44420562381766
"ex 1655",1.30107681460421,1.20986025867529
"ex 1656",2.04419688419522,0.09769638563232
"ex 1657",-0.663706682916318,1.05558586078855
"ex 1658",1.64678442848896,2.15757303127140
"ex 1659",2.67170662530055,1.15637929985689
"ex 1660",2.16672909763562,2.06048723518051
"ex 1661",0.0626755218436549,0.342862098801147
"ex 1662",1.06543001662165,1.53661890490889
"ex 1663",1.98882942722852,1.34581849651021
"ex 1664",0.66973915301314,-1.05958406584131
"ex 1665",0.435891852919828,1.54831117549629
"ex 1666",1.00765365503294,0.879526497243771
"ex 1667",-0.666571811207513,2.26456533344495
"ex 1668",1.65096388810619,1.39407191778187
"ex 1669",-0.763782881564604,-0.45918189687389
"ex 1670",-1.08251523451628,2.56617477984298
"ex 1671",0.445674037728664,0.166644765717374
"ex 1672",0.348563403242405,1.44505496168629
"ex 1673",0.0502842078127074,1.32345802029663
"ex 1674",1.47285911895539,1.00650981127892
"ex 1675",3.85374876371045,0.29663250124128
"ex 1676",1.31881486687492,0.775869884177628
"ex 1677",-0.127268562465313,1.4951137394589
"ex 1678",-0.0252593302747883,0.193867770223970
"ex 1679",0.678694334270981,1.63734526564739
"ex 1680",1.49534964715349,-0.271617783471059
"ex 1681",0.492416230769376,0.361033818655858
"ex 1682",-0.0436720588862440,2.78529091010986
"ex 1683",1.01819858558697,1.88034373518471
"ex 1684",2.10989578646662,1.21693710581504
"ex 1685",1.60554589216207,1.08719348324135
"ex 1686",0.789016216944914,1.95216129164222
"ex 1687",1.47898300797959,1.53276929646678
"ex 1688",3.00551285600687,1.13518888322382
"ex 1689",1.24878910580573,1.22393693266937
"ex 1690",2.91254465565181,2.26997104116378
"ex 1691",0.68982129262293,0.83407282781279
"ex 1692",1.27303078855200,2.22891017513726
"ex 1693",-1.09317588840855,1.27616377425792
"ex 1694",2.89374410796003,0.300418134168065
"ex 1695",0.836294688357099,2.35236405578069
"ex 1696",0.158855395223088,2.7947531721008
"ex 1697",-1.25486448962176,0.483056647475777
"ex 1698",0.852088815028898,-1.54145472285741
"ex 1699",1.07425330699421,0.930830330502965
"ex 1700",0.84982593012234,-0.104337145988493
"ex 1701",1.34327131565276,-0.569123019004398
"ex 1702",3.71484330738332,1.55400585454824
"ex 1703",0.39222601574374,-0.201260680749084
"ex 1704",3.08602026411575,0.963597369178317
"ex 1705",0.398678764103561,1.01850090003986
"ex 1706",-1.54437034722655,1.13745760895656
"ex 1707",-0.654867308121092,1.72066732605431
"ex 1708",-1.51192758506496,0.799213279698809
"ex 1709",2.47715251665707,1.88253588762016
"ex 1710",0.126965214336508,-0.645891731705299
"ex 1711",1.40572942338639,1.45010306867931
"ex 1712",0.630046695902537,-0.423919884773343
"ex 1713",3.02079502021666,1.79261676658278
"ex 1714",2.13671896804293,1.14412923381303
"ex 1715",1.88754869128265,-1.05345460974377
"ex 1716",-0.686889268688087,1.78759906767649
"ex 1717",2.06945721157080,1.68623453026400
"ex 1718",1.64147775089667,-0.702201984674467
"ex 1719",1.7646341734344,1.14487517528749
"ex 1720",0.865349431443232,1.84707721308443
"ex 1721",1.89380492159048,1.22260608281003
"ex 1722",0.434902013674045,1.28029072716416
"ex 1723",0.837200311769868,0.930738336441186
"ex 1724",-0.266717716995373,0.147176228602119
"ex 1725",-0.432177854101325,1.50635677188308
"ex 1726",2.12301483555432,1.82134883256092
"ex 1727",1.56042633986339,0.344386297666789
"ex 1728",1.99693441424068,1.19267188241861
"ex 1729",0.169876556973101,0.619105398146873
"ex 1730",3.37602451670101,2.52390222096478
"ex 1731",0.0587769998203678,0.702119721356307
"ex 1732",0.626849605906104,2.70455365618536
"ex 1733",0.657690645012868,2.54307527518274
"ex 1734",0.803931059080432,1.74596829308663
"ex 1735",-0.503275861203227,1.45836778454877
"ex 1736",0.432639114158543,0.048237908842335
"ex 1737",1.58981160332244,1.80032264483653
"ex 1738",2.00279157852484,1.82537856894558
"ex 1739",2.05423713286809,0.7908573466036
"ex 1740",1.70288012679723,0.900739119278003
"ex 1741",2.24517739548876,2.22146342334735
"ex 1742",0.192062560650986,1.07713709266400
"ex 1743",2.13327790682880,2.08696687104876
"ex 1744",0.189193117972149,-0.580099519081475
"ex 1745",1.06968091638361,-0.368637595148686
"ex 1746",1.06075891200675,2.80160171287519
"ex 1747",3.24011257810157,0.21630195575234
"ex 1748",-0.14474893370099,-0.580570231828563
"ex 1749",1.48576657647062,1.69214187167444
"ex 1750",2.67006169875732,2.05965337136853
"ex 1751",2.46658412816127,0.629285239249275
"ex 1752",1.36626255409471,0.524092218643753
"ex 1753",1.16090267027538,0.0563118894171564
"ex 1754",0.854291804245519,2.69184241472279
"ex 1755",-1.0350729641139,0.359427634974413
"ex 1756",1.52618122467516,0.60176916040677
"ex 1757",1.47214302107426,3.15228625293285
"ex 1758",0.0434653372522832,2.88674910084550
"ex 1759",0.128934781769643,-0.372932783700449
"ex 1760",0.787873871580323,-0.639365765549704
"ex 1761",1.82133995399711,0.759864462279641
"ex 1762",1.51418758192133,0.459587047045994
"ex 1763",1.77359635026062,0.690748445802994
"ex 1764",0.02200150682432,0.996741012645858
"ex 1765",1.07623153995743,3.01115841442002
"ex 1766",1.07046091859823,1.66920645822846
"ex 1767",1.22348340344299,2.74743675774208
"ex 1768",4.07268871994231,1.57118049592326
"ex 1769",0.961313412641177,1.28584523947034
"ex 1770",0.512616782781012,-0.536486909464239
"ex 1771",0.662930686847546,0.741233392140925
"ex 1772",0.0114546813467434,-0.613026653228758
"ex 1773",1.10811847829668,2.76426568676231
"ex 1774",0.144206663710642,0.0910581057133464
"ex 1775",0.00414515266551707,2.39705962745949
"ex 1776",1.86323974322601,1.43859232130458
"ex 1777",0.962727903642336,1.81370329418053
"ex 1778",2.82499538887583,1.34890226352461
"ex 1779",1.10371228653477,1.04331081992026
"ex 1780",1.51186281263513,3.25965639672402
"ex 1781",0.567042546255556,-0.0263912634671362
"ex 1782",1.79205731169539,-0.751625077978471
"ex 1783",-1.34578747174253,1.18576719103056
"ex 1784",0.136957636611256,1.33341263761940
"ex 1785",1.14561671393066,0.069062108920435
"ex 1786",1.8472235293659,2.080862513807
"ex 1787",1.90661761562109,3.89213611825419
"ex 1788",0.931538124546247,0.499410201036091
"ex 1789",1.35725466593153,-0.153673814677264
"ex 1790",-0.114324181291490,1.40522535816840
"ex 1791",-0.509971206463488,2.09480583563060
"ex 1792",-0.652235736476194,1.48556357666203
"ex 1793",0.834682278389808,2.48904970488468
"ex 1794",0.614736788268553,1.47235085425465
"ex 1795",0.515562324839696,-0.498956631516377
"ex 1796",1.91794052729010,1.61630622669335
"ex 1797",-0.323164352872776,1.81497083742488
"ex 1798",-0.0713575175423966,0.961939947709461
"ex 1799",0.759248792599056,0.170719900669493
"ex 1800",0.110793028686556,0.816816424825996
"ex 1801",0.561189446324963,2.32297912363707
